trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1739,False,"{'a': 0.002, 'e': 0.030930887465111603}",25,15,17.98984266178421,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1740,False,"{'a': 0.002, 'e': 0.03086908751073573}",30,22,15.867060276011198,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1741,False,"{'a': 0.002, 'e': 0.030807411032751076}",20,13,13.665890998969823,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1742,False,"{'a': 0.002, 'e': 0.030745857784451616}",25,17,3.879612381167938,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1743,False,"{'a': 0.002, 'e': 0.0306844275196243}",20,16,8.841106091927468,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1744,False,"{'a': 0.002, 'e': 0.03062311999254796}",20,10,-23.011113902542082,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1745,False,"{'a': 0.002, 'e': 0.030561934957992438}",20,12,16.175423657804405,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1746,False,"{'a': 0.002, 'e': 0.030500872171217483}",20,0,32.562910895883725,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1747,False,"{'a': 0.002, 'e': 0.03043993138797189}",20,13,14.570218643560302,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1748,False,"{'a': 0.002, 'e': 0.03037911236449243}",20,14,10.804613726344025,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1749,False,"{'a': 0.002, 'e': 0.03031841485750294}",30,16,18.643163251829723,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1750,False,"{'a': 0.002, 'e': 0.030257838624213294}",35,25,19.792394560500984,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1751,False,"{'a': 0.002, 'e': 0.0301973834223185}",20,16,7.159754647835669,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1752,False,"{'a': 0.002, 'e': 0.030137049009997648}",30,21,19.135298980644688,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1753,False,"{'a': 0.002, 'e': 0.03007683514591303}",25,7,33.08392883425056,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1754,False,"{'a': 0.002, 'e': 0.030016741589209084}",30,18,23.005557856849283,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1755,False,"{'a': 0.002, 'e': 0.029956768099511533}",30,16,27.122928984944735,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1756,False,"{'a': 0.002, 'e': 0.029896914436926308}",20,6,22.589122643621945,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1757,False,"{'a': 0.002, 'e': 0.029837180362038706}",20,0,30.278879990567162,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1758,False,"{'a': 0.002, 'e': 0.02977756563591232}",30,8,42.55500984323846,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1759,False,"{'a': 0.002, 'e': 0.0297180700200882}",25,8,34.21345453270586,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1760,False,"{'a': 0.002, 'e': 0.029658693276583766}",25,15,17.114031562138724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1761,False,"{'a': 0.002, 'e': 0.029599435167892}",20,8,22.619207393508805,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1762,False,"{'a': 0.002, 'e': 0.029540295456980357}",25,11,23.520683407615934,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1763,False,"{'a': 0.002, 'e': 0.02948127390728994}",20,8,20.214474538873187,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1764,False,"{'a': 0.002, 'e': 0.02942237028273445}",30,18,21.28841195379606,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1765,False,"{'a': 0.002, 'e': 0.029363584347699333}",30,11,32.137814758293445,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1766,False,"{'a': 0.002, 'e': 0.029304915867040746}",25,14,22.05761943681342,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1767,False,"{'a': 0.002, 'e': 0.029246364606084714}",25,17,13.832101410533797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1768,False,"{'a': 0.002, 'e': 0.029187930330626086}",35,18,32.62816140330686,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1769,False,"{'a': 0.002, 'e': 0.02912961280692771}",20,8,24.356480622821632,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1770,False,"{'a': 0.002, 'e': 0.02907141180171939}",30,12,30.612365716199243,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1771,False,"{'a': 0.002, 'e': 0.029013327082197053}",20,10,19.39185621961923,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1772,False,"{'a': 0.002, 'e': 0.028955358416021718}",30,13,27.657543044158512,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1773,False,"{'a': 0.002, 'e': 0.028897505571318663}",25,12,25.384006818708606,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1774,False,"{'a': 0.002, 'e': 0.028839768316676413}",20,13,12.55133015316936,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1775,False,"{'a': 0.002, 'e': 0.02878214642114589}",20,12,20.020619458073668,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1776,False,"{'a': 0.002, 'e': 0.028724639654239423}",20,12,15.748280793805346,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1777,False,"{'a': 0.002, 'e': 0.02866724778592988}",20,11,18.260143391835904,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1778,False,"{'a': 0.002, 'e': 0.028609970586649693}",20,3,27.41835506229023,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1779,False,"{'a': 0.002, 'e': 0.02855280782729001}",25,14,8.228857880346155,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1780,False,"{'a': 0.002, 'e': 0.028495759279199697}",20,8,20.827223470698062,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1781,False,"{'a': 0.002, 'e': 0.028438824714184505}",30,18,21.424830292314308,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1782,False,"{'a': 0.002, 'e': 0.028382003904506077}",20,10,-4.748933713617597,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1783,False,"{'a': 0.002, 'e': 0.02832529662288112}",20,10,14.514406205843322,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1784,False,"{'a': 0.002, 'e': 0.028268702642480412}",30,18,24.138574383918307,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1785,False,"{'a': 0.002, 'e': 0.02821222173692798}",20,8,23.333033080586755,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1786,False,"{'a': 0.002, 'e': 0.028155853680300096}",25,12,12.228677931036122,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1787,False,"{'a': 0.002, 'e': 0.028099598247124487}",25,14,18.97858016748703,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1788,False,"{'a': 0.002, 'e': 0.02804345521237932}",25,15,20.465295941580514,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1789,False,"{'a': 0.002, 'e': 0.027987424351492405}",25,15,-24.168182808136265,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1790,False,"{'a': 0.002, 'e': 0.027931505440340204}",25,13,12.107245055297094,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1791,False,"{'a': 0.002, 'e': 0.027875698255247015}",20,10,18.63070331765109,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1792,False,"{'a': 0.002, 'e': 0.027820002572984004}",30,23,12.665085422493178,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1793,False,"{'a': 0.002, 'e': 0.02776441817076839}",20,15,9.71889796733476,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1794,False,"{'a': 0.002, 'e': 0.02770894482626248}",20,8,21.50559086139061,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1795,False,"{'a': 0.002, 'e': 0.027653582317572808}",20,6,30.32175239877425,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1796,False,"{'a': 0.002, 'e': 0.027598330423249287}",25,13,24.878237878509086,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1797,False,"{'a': 0.002, 'e': 0.02754318892228425}",20,12,3.992718135527479,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1798,False,"{'a': 0.002, 'e': 0.027488157594111634}",20,0,22.339704833513334,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1799,False,"{'a': 0.002, 'e': 0.027433236218606032}",20,16,9.567702502020484,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1800,False,"{'a': 0.002, 'e': 0.027378424576081896}",20,6,28.968874330308303,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1801,False,"{'a': 0.002, 'e': 0.02732372244729256}",20,9,8.283366869260405,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1802,False,"{'a': 0.002, 'e': 0.027269129613429453}",20,16,9.981396264044012,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1803,False,"{'a': 0.002, 'e': 0.027214645856121145}",25,12,22.65306304689399,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1804,False,"{'a': 0.002, 'e': 0.027160270957432564}",25,20,7.1939650212773545,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1805,False,"{'a': 0.002, 'e': 0.027106004699864013}",25,14,21.415741772220372,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1806,False,"{'a': 0.002, 'e': 0.027051846866350416}",25,18,14.507147601611711,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1807,False,"{'a': 0.002, 'e': 0.02699779724026034}",20,14,9.045370429827038,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1808,False,"{'a': 0.002, 'e': 0.026943855605395233}",30,13,31.83874600610515,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1809,False,"{'a': 0.002, 'e': 0.026890021745988462}",20,6,24.78843098139658,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1810,False,"{'a': 0.002, 'e': 0.02683629544670454}",20,2,29.90053356921788,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1811,False,"{'a': 0.002, 'e': 0.026782676492638175}",20,14,10.421671946653044,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1812,False,"{'a': 0.002, 'e': 0.0267291646693135}",20,9,19.45043830555242,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1813,False,"{'a': 0.002, 'e': 0.026675759762683132}",20,2,35.549329669434435,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1814,False,"{'a': 0.002, 'e': 0.026622461559127397}",25,18,13.76249381702187,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1815,False,"{'a': 0.002, 'e': 0.02656926984545338}",20,2,25.998513638099237,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1816,False,"{'a': 0.002, 'e': 0.02651618440889418}",20,3,28.21369583312967,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1817,False,"{'a': 0.002, 'e': 0.026463205037107963}",20,6,24.755046894372537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1818,False,"{'a': 0.002, 'e': 0.026410331518177187}",20,13,15.349914686222464,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1819,False,"{'a': 0.002, 'e': 0.02635756364060769}",20,6,23.833204390942456,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1820,False,"{'a': 0.002, 'e': 0.026304901193327908}",25,0,38.754036401807184,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1821,False,"{'a': 0.002, 'e': 0.02625234396568796}",20,12,15.36028095997192,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1822,False,"{'a': 0.002, 'e': 0.02619989174745889}",25,11,21.839499386124864,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1823,False,"{'a': 0.002, 'e': 0.026147544328831734}",25,14,23.888624277710395,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1824,False,"{'a': 0.002, 'e': 0.026095301500416765}",25,11,21.376651899200183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1825,False,"{'a': 0.002, 'e': 0.02604316305324258}",30,20,18.062718114497997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1826,False,"{'a': 0.002, 'e': 0.025991128778755347}",20,4,12.36664173128965,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1827,False,"{'a': 0.002, 'e': 0.02593919846881787}",20,4,28.49932619713123,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1828,False,"{'a': 0.002, 'e': 0.025887371915708866}",20,13,13.461569464386226,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1829,False,"{'a': 0.002, 'e': 0.025835648912122026}",25,10,27.653827090951175,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1830,False,"{'a': 0.002, 'e': 0.0257840292511653}",20,16,6.280376277310424,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1831,False,"{'a': 0.002, 'e': 0.02573251272635994}",35,27,11.00483887004808,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1832,False,"{'a': 0.002, 'e': 0.025681099131639813}",25,16,16.147418289209106,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1833,False,"{'a': 0.002, 'e': 0.02562978826135044}",30,21,16.138492184622766,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1834,False,"{'a': 0.002, 'e': 0.025578579910248294}",20,6,21.411584012092362,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1835,False,"{'a': 0.002, 'e': 0.025527473873499885}",20,10,17.46063054278857,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1836,False,"{'a': 0.002, 'e': 0.025476469946681016}",20,4,17.80949575498791,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1837,False,"{'a': 0.002, 'e': 0.025425567925775893}",30,20,16.23831794321352,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1838,False,"{'a': 0.002, 'e': 0.025374767607176385}",20,4,26.993079952883114,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1839,False,"{'a': 0.002, 'e': 0.025324068787681127}",20,0,34.94866951103778,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1840,False,"{'a': 0.002, 'e': 0.025273471264494796}",20,13,12.513315479158862,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1841,False,"{'a': 0.002, 'e': 0.025222974835227212}",20,9,14.839088609267524,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1842,False,"{'a': 0.002, 'e': 0.025172579297892607}",25,12,23.71623538062543,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1843,False,"{'a': 0.002, 'e': 0.02512228445090875}",25,8,30.391547531190167,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1844,False,"{'a': 0.002, 'e': 0.025072090093096203}",25,10,27.26539851002476,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1845,False,"{'a': 0.002, 'e': 0.025021996023677443}",30,20,17.96510219182839,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1846,False,"{'a': 0.002, 'e': 0.024972002042276155}",20,16,7.565208260198087,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1847,False,"{'a': 0.002, 'e': 0.02492210794891632}",25,8,-9.478254224396341,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1848,False,"{'a': 0.002, 'e': 0.024872313544021522}",25,11,29.33235473686716,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1849,False,"{'a': 0.002, 'e': 0.02482261862841405}",25,13,22.485697565439395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1850,False,"{'a': 0.002, 'e': 0.0247730230033142}",20,9,21.620256998475085,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1851,False,"{'a': 0.002, 'e': 0.024723526470339388}",30,19,22.367880495530187,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1852,False,"{'a': 0.002, 'e': 0.02467412883150343}",30,21,16.610079745833062,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1853,False,"{'a': 0.002, 'e': 0.024624829889215685}",25,19,6.761769612183775,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1854,False,"{'a': 0.002, 'e': 0.02457562944628034}",20,0,29.33615018571301,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1855,False,"{'a': 0.002, 'e': 0.024526527305895537}",20,16,9.533371458503964,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1856,False,"{'a': 0.002, 'e': 0.02447752327165267}",20,0,30.448981752085587,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1857,False,"{'a': 0.002, 'e': 0.024428617147535518}",20,13,14.24465256660259,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1858,False,"{'a': 0.002, 'e': 0.024379808737919537}",25,17,12.409204935909976,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1859,False,"{'a': 0.002, 'e': 0.024331097847571002}",25,20,9.562761344013518,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1860,False,"{'a': 0.002, 'e': 0.02428248428164631}",25,2,35.20595779373748,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1861,False,"{'a': 0.002, 'e': 0.024233967845691113}",30,10,29.790327076805852,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1862,False,"{'a': 0.002, 'e': 0.02418554834563962}",30,7,32.760387542726676,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1863,False,"{'a': 0.002, 'e': 0.024137225587813747}",25,13,23.768463131848637,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1864,False,"{'a': 0.002, 'e': 0.024088999378922418}",20,16,7.6207428070732295,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1865,False,"{'a': 0.002, 'e': 0.024040869526060712}",20,8,22.276322622044447,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1866,False,"{'a': 0.002, 'e': 0.023992835836709175}",30,18,23.49882655915612,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1867,False,"{'a': 0.002, 'e': 0.023944898118732967}",25,12,23.481227918768692,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1868,False,"{'a': 0.002, 'e': 0.023897056180381168}",20,12,13.769334369864524,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1869,False,"{'a': 0.002, 'e': 0.023849309830285947}",20,0,29.5826102991771,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1870,False,"{'a': 0.002, 'e': 0.023801658877461853}",20,14,9.333299471212355,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1871,False,"{'a': 0.002, 'e': 0.023754103131304997}",20,12,-0.5132497771581106,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1872,False,"{'a': 0.002, 'e': 0.023706642401592346}",20,10,17.962859664830344,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1873,False,"{'a': 0.002, 'e': 0.0236592764984809}",20,11,17.562715749975126,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1874,False,"{'a': 0.002, 'e': 0.023612005232507005}",30,14,19.108631841811334,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1875,False,"{'a': 0.002, 'e': 0.02356482841458551}",35,21,27.047130966540443,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1876,False,"{'a': 0.002, 'e': 0.023517745856009107}",25,7,27.729855082040704,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1877,False,"{'a': 0.002, 'e': 0.023470757368447476}",20,7,22.1815637856919,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1878,False,"{'a': 0.002, 'e': 0.023423862763946618}",25,15,15.712160562891254,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1879,False,"{'a': 0.002, 'e': 0.023377061854928043}",20,7,24.869641066115705,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1880,False,"{'a': 0.002, 'e': 0.023330354454188063}",30,21,18.183539537903496,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1881,False,"{'a': 0.002, 'e': 0.023283740374897}",30,16,29.249794222688042,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1882,False,"{'a': 0.002, 'e': 0.023237219430598487}",20,10,18.283998510097337,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1883,False,"{'a': 0.002, 'e': 0.023190791435208673}",30,14,21.17908535687343,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1884,False,"{'a': 0.002, 'e': 0.023144456203015532}",30,20,20.201689124448208,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1885,False,"{'a': 0.002, 'e': 0.02309821354867805}",20,13,10.283667302089864,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1886,False,"{'a': 0.002, 'e': 0.02305206328722557}",25,11,26.97079041364688,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1887,False,"{'a': 0.002, 'e': 0.023006005234056964}",20,5,23.530075964779215,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1888,False,"{'a': 0.002, 'e': 0.022960039204939983}",20,11,13.392316452769268,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1889,False,"{'a': 0.002, 'e': 0.022914165016010422}",20,8,24.430602131407753,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1890,False,"{'a': 0.002, 'e': 0.022868382483771488}",20,16,8.113750205304562,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1891,False,"{'a': 0.002, 'e': 0.02282269142509297}",25,15,20.01858099111673,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1892,False,"{'a': 0.002, 'e': 0.022777091657210594}",30,15,31.04928182910388,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1893,False,"{'a': 0.002, 'e': 0.022731582997725205}",25,15,18.50479500401741,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1894,False,"{'a': 0.002, 'e': 0.022686165264602126}",30,17,23.436953504144043,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1895,False,"{'a': 0.002, 'e': 0.022640838276170343}",20,0,26.35864374142492,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1896,False,"{'a': 0.002, 'e': 0.022595601851121864}",25,14,23.12857112908425,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1897,False,"{'a': 0.002, 'e': 0.022550455808510905}",25,8,29.833339037353834,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1898,False,"{'a': 0.002, 'e': 0.02250539996775326}",20,15,8.17671643243782,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1899,False,"{'a': 0.002, 'e': 0.02246043414862548}",20,12,17.196458120088355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1900,False,"{'a': 0.002, 'e': 0.022415558171264255}",35,22,20.798181347635385,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1901,False,"{'a': 0.002, 'e': 0.02237077185616559}",25,18,15.865684691844768,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1902,False,"{'a': 0.002, 'e': 0.022326075024184187}",35,25,22.366454775579204,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1903,False,"{'a': 0.002, 'e': 0.02228146749653264}",20,3,27.14716716062259,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1904,False,"{'a': 0.002, 'e': 0.0222369490947808}",30,7,-10.528576430160307,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
1905,False,"{'a': 0.002, 'e': 0.022192519640854974}",20,6,28.584529944656115,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1906,False,"{'a': 0.002, 'e': 0.022148178957037315}",25,17,15.053451819890434,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1907,False,"{'a': 0.002, 'e': 0.022103926865965004}",20,6,13.15595364185211,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1908,False,"{'a': 0.002, 'e': 0.022059763190629637}",20,8,24.35211335531603,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1909,False,"{'a': 0.002, 'e': 0.02201568775437644}",20,10,21.127901906636943,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1910,False,"{'a': 0.002, 'e': 0.021971700380903618}",25,17,14.543713264422706,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1911,False,"{'a': 0.002, 'e': 0.02192780089426161}",20,15,8.547416715785419,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1912,False,"{'a': 0.002, 'e': 0.021883989118852424}",20,13,15.263967143370166,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1913,False,"{'a': 0.002, 'e': 0.021840264879428885}",20,10,17.151417645310268,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1914,False,"{'a': 0.002, 'e': 0.02179662800109399}",20,11,15.667873678737424,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1915,False,"{'a': 0.002, 'e': 0.021753078309300157}",25,8,30.833898121506895,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1916,False,"{'a': 0.002, 'e': 0.02170961562984857}",20,7,22.543716195123782,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1917,False,"{'a': 0.002, 'e': 0.02166623978888844}",25,17,14.152986785262826,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1918,False,"{'a': 0.002, 'e': 0.021622950612916365}",25,11,24.21243308953168,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1919,False,"{'a': 0.002, 'e': 0.021579747928775563}",30,12,25.54672177201318,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1920,False,"{'a': 0.002, 'e': 0.02153663156365526}",30,18,20.06931995809928,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1921,False,"{'a': 0.002, 'e': 0.021493601345089923}",25,17,16.672188105000306,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
